Timestamp,Velocidade de produção (m/min),Tensão da corda (N),Torque do motor (Nm),Comprimento da corda (m),Espessura/diâmetro da corda (mm),Torção (twist) (voltas/m),Homogeneidade (score 0-100),Alinhamento de fios (score 0-100),Temperatura (°C),Umidade (%),Vibração de motores (mm/s),Consumo de energia (kWh),Estado de sensores e atuadores,Paradas de emergência,Coberturas ou proteções abertas,Alarmes e falhas
2025-08-07 06:13:00,51.92,208.97,31.59,311.86,10.05,5.01,99.48,98.15,27.93,63.56,0.38,1.54,OK,Não,Não,OK
2025-08-07 06:14:00,54.31,197.31,30.55,312.76,9.98,4.84,97.27,97.79,27.5,58.45,0.6,1.66,OK,Não,Não,OK
2025-08-07 06:15:00,48.47,191.09,30.22,313.57,9.98,4.77,96.6,97.02,25.39,59.06,0.54,1.65,OK,Não,Não,OK
2025-08-07 06:16:00,51.74,178.48,28.68,314.43,10.05,5.22,95.85,96.3,23.79,64.89,0.57,1.26,OK,Não,Não,OK
2025-08-07 06:17:00,50.37,192.81,28.93,315.27,10.13,4.89,97.97,97.27,23.87,61.45,0.53,1.53,OK,Não,Não,OK
2025-08-07 06:18:00,54.38,197.89,31.78,316.18,10.01,5.01,97.44,97.81,25.32,58.03,0.69,1.53,OK,Não,Não,OK
2025-08-07 06:19:00,48.38,190.13,32.15,316.98,9.95,5.19,96.57,98.67,23.36,60.35,0.6,1.5,OK,Não,Não,OK
2025-08-07 06:20:00,48.32,198.69,29.64,317.79,9.9,4.9,99.19,98.19,25.4,57.56,0.67,1.46,OK,Não,Não,OK
2025-08-07 06:21:00,48.8,200.77,30.07,318.6,9.86,4.99,98.67,99.61,27.53,60.52,0.41,1.66,OK,Não,Não,OK
2025-08-07 06:22:00,45.75,197.75,28.64,319.37,10.07,5.0,97.97,96.96,25.09,58.39,0.45,1.5,OK,Não,Não,OK
2025-08-07 06:23:00,48.95,193.5,31.76,320.18,10.06,5.14,99.36,98.88,24.97,63.73,0.26,1.19,OK,Não,Não,OK
2025-08-07 06:24:00,48.48,201.69,31.0,320.99,10.06,5.12,98.66,98.05,26.28,60.84,0.46,1.46,OK,Não,Não,OK
2025-08-07 06:25:00,50.3,204.42,32.91,321.83,9.99,4.96,97.18,98.69,25.79,61.06,0.5,1.71,OK,Não,Não,OK
2025-08-07 06:26:00,50.68,189.1,28.68,322.67,10.14,5.01,96.96,97.56,23.28,61.9,0.54,1.39,OK,Não,Não,OK
2025-08-07 06:27:00,53.75,214.11,29.43,323.57,9.95,4.93,98.82,99.07,24.32,62.12,0.45,1.62,OK,Não,Não,OK
2025-08-07 06:28:00,51.9,199.01,30.35,324.43,10.1,4.7,98.4,98.3,27.84,58.62,0.57,1.6,OK,Não,Não,OK
2025-08-07 06:29:00,48.85,200.19,30.97,325.25,10.0,5.05,98.17,97.32,25.49,60.19,0.57,1.47,OK,Não,Não,OK
2025-08-07 06:30:00,48.2,207.08,29.68,326.05,9.94,5.38,97.15,97.99,23.49,59.11,0.45,1.52,OK,Não,Não,OK
2025-08-07 06:31:00,50.98,202.33,28.69,326.9,10.06,4.82,98.61,97.76,24.71,64.19,0.4,1.49,OK,Não,Não,OK
2025-08-07 06:32:00,47.36,209.53,31.32,327.69,10.04,4.85,97.24,98.49,22.33,55.43,0.51,1.45,OK,Não,Não,OK
2025-08-07 06:33:00,53.66,202.87,31.08,328.58,10.04,4.83,97.9,96.82,22.21,58.85,0.51,1.43,OK,Não,Não,OK
2025-08-07 06:34:00,52.36,193.88,28.63,329.46,10.01,5.14,99.45,97.97,26.47,59.84,0.44,1.64,OK,Não,Não,OK
2025-08-07 06:35:00,49.06,203.62,32.03,330.27,10.0,5.09,97.34,98.4,24.99,60.27,0.47,1.48,OK,Não,Não,OK
2025-08-07 06:36:00,46.57,188.56,31.76,331.05,10.24,4.97,96.43,98.03,25.78,60.23,0.36,1.42,OK,Não,Não,OK
2025-08-07 06:37:00,52.71,201.09,30.2,331.93,10.12,4.82,96.95,99.35,26.74,59.91,0.57,1.55,OK,Não,Não,OK
2025-08-07 06:38:00,49.77,199.67,30.12,332.76,10.07,5.02,98.99,98.77,25.51,59.68,0.57,1.54,OK,Não,Não,OK
2025-08-07 06:39:00,52.48,197.92,30.83,333.63,10.01,4.69,98.25,97.99,26.1,60.48,0.5,1.35,OK,Não,Não,OK
2025-08-07 06:40:00,46.81,198.71,28.71,334.41,10.1,5.03,97.87,98.22,25.39,60.92,0.58,1.44,OK,Não,Não,OK
2025-08-07 06:41:00,48.8,181.18,30.05,335.23,10.05,5.17,97.49,98.3,26.93,63.58,0.51,1.33,OK,Não,Não,OK
2025-08-07 06:42:00,50.01,194.51,26.77,336.06,10.0,4.75,98.49,98.4,27.66,63.56,0.66,1.76,OK,Não,Não,OK
2025-08-07 06:43:00,50.09,200.93,31.31,336.9,9.97,4.69,97.15,96.17,25.3,60.6,0.37,1.46,OK,Não,Não,OK
2025-08-07 06:44:00,49.1,201.6,27.66,337.71,9.99,5.32,98.31,97.7,25.24,59.01,0.52,1.43,OK,Não,Não,OK
2025-08-07 06:45:00,51.25,189.72,32.26,338.57,9.68,4.88,97.27,96.52,25.48,59.15,0.59,1.45,OK,Não,Não,OK
2025-08-07 06:46:00,47.86,212.66,29.5,339.37,10.02,5.23,97.1,99.28,24.84,57.37,0.65,1.42,OK,Não,Não,OK
2025-08-07 06:47:00,49.72,191.34,29.68,340.19,9.95,4.97,97.36,97.94,24.4,61.91,0.58,1.48,OK,Não,Não,OK
2025-08-07 06:48:00,50.24,209.69,29.06,341.03,10.16,4.97,97.62,97.81,26.57,59.91,0.4,1.62,OK,Não,Não,OK
2025-08-07 06:49:00,51.03,204.27,29.57,341.88,10.0,5.09,97.95,98.9,24.4,60.87,0.33,1.51,OK,Não,Não,OK
2025-08-07 06:50:00,51.42,193.54,32.13,342.74,9.88,4.82,98.24,98.42,24.32,60.67,0.48,1.36,OK,Não,Não,OK
2025-08-07 06:51:00,47.75,217.75,26.27,343.53,10.0,5.03,94.31,96.87,26.35,58.6,0.54,1.39,OK,Não,Não,OK
2025-08-07 06:52:00,46.93,188.06,31.92,344.32,9.9,4.92,97.19,97.93,26.46,58.36,0.59,1.52,OK,Não,Não,OK
2025-08-07 06:53:00,52.56,209.19,30.51,345.19,10.05,4.74,97.61,97.66,28.5,59.09,0.39,1.42,OK,Não,Não,OK
2025-08-07 06:54:00,50.66,210.01,28.19,346.04,10.03,5.07,99.51,96.26,26.83,60.97,0.56,1.48,OK,Não,Não,OK
2025-08-07 06:55:00,48.5,193.29,28.39,346.85,10.1,4.95,96.92,97.31,26.24,59.84,0.23,1.76,OK,Não,Não,OK
2025-08-07 06:56:00,53.1,213.92,32.51,347.73,9.92,4.97,98.16,97.82,26.46,56.47,0.43,1.4,OK,Não,Não,OK
2025-08-07 06:57:00,50.23,197.5,28.58,348.57,10.0,4.76,99.5,97.89,24.78,57.95,0.59,1.36,OK,Não,Não,OK
2025-08-07 06:58:00,52.36,202.89,28.27,349.44,9.86,5.32,96.69,96.52,25.84,59.47,0.38,1.43,OK,Não,Não,OK
2025-08-07 06:59:00,50.14,202.6,31.71,350.28,10.07,5.18,98.39,99.15,25.91,59.94,0.39,1.32,OK,Não,Não,OK
2025-08-07 07:00:00,54.12,198.66,30.51,351.18,10.05,5.19,97.2,97.9,24.19,61.03,0.45,1.63,OK,Não,Não,OK
2025-08-07 07:01:00,53.51,208.11,28.59,352.07,10.05,4.94,97.5,98.04,24.93,60.08,0.52,1.38,OK,Não,Não,OK
2025-08-07 07:02:00,49.5,207.93,30.32,352.89,10.0,4.65,97.2,98.4,26.43,59.27,0.39,1.4,OK,Não,Não,OK
2025-08-07 07:03:00,51.94,182.51,28.46,353.76,10.04,5.39,97.27,97.21,24.97,59.21,0.5,1.37,OK,Não,Não,OK
2025-08-07 07:04:00,51.29,213.04,31.65,354.62,10.16,4.99,100.0,98.46,25.92,60.4,0.46,1.33,OK,Não,Não,OK
2025-08-07 07:05:00,52.74,183.38,31.59,355.49,9.97,4.85,98.84,97.63,26.35,60.84,0.62,1.49,OK,Não,Não,OK
2025-08-07 07:06:00,48.07,210.33,30.8,356.3,10.01,5.08,99.1,97.1,26.28,59.34,0.45,1.42,OK,Não,Não,OK
2025-08-07 07:07:00,51.37,211.27,30.54,357.15,9.89,5.23,98.49,98.57,27.6,57.84,0.5,1.32,OK,Não,Não,OK
2025-08-07 07:08:00,52.12,189.09,32.64,358.02,9.91,5.0,96.39,99.49,24.13,59.8,0.52,1.46,OK,Não,Não,OK
2025-08-07 07:09:00,46.48,195.89,30.0,358.8,10.01,5.26,62.27,61.9,27.46,58.7,0.46,1.54,OK,Não,Não,Alerta: Homogeneidade Baixa
2025-08-07 07:10:00,47.63,188.94,28.23,359.59,10.11,5.22,99.07,98.92,25.71,60.58,0.58,1.46,OK,Não,Não,OK
2025-08-07 07:11:00,45.92,197.85,30.67,360.35,9.97,4.78,97.15,97.48,26.25,62.96,0.6,1.56,OK,Não,Não,OK
2025-08-07 07:12:00,49.46,196.92,33.13,361.18,9.98,4.87,98.97,96.4,26.05,57.3,0.45,1.67,OK,Não,Não,OK
2025-08-07 07:13:00,51.44,207.8,28.48,362.04,9.96,5.19,98.7,99.49,25.97,62.3,0.53,1.58,OK,Não,Não,OK
2025-08-07 07:14:00,53.0,213.1,29.46,362.92,9.95,4.46,99.85,100.0,24.04,60.94,0.41,1.52,OK,Não,Não,OK
2025-08-07 07:15:00,50.15,213.96,30.62,363.76,10.03,4.97,97.58,99.54,26.2,62.21,0.56,1.58,OK,Não,Não,OK
2025-08-07 07:16:00,53.26,194.38,29.92,364.64,9.85,4.71,96.9,97.66,22.84,59.13,0.52,1.72,OK,Não,Não,OK
2025-08-07 07:17:00,47.24,197.91,28.53,365.43,10.13,4.9,97.64,96.85,28.14,57.11,0.46,1.36,OK,Não,Não,OK
2025-08-07 07:18:00,46.59,183.17,31.68,366.21,9.93,4.94,99.44,96.93,25.57,60.36,0.53,1.56,OK,Não,Não,OK
2025-08-07 07:19:00,49.89,191.94,33.48,367.04,10.07,4.93,96.17,96.32,26.74,62.8,0.56,1.4,OK,Não,Não,OK
2025-08-07 07:20:00,50.77,209.65,30.29,367.88,9.87,4.89,95.93,97.89,26.02,57.88,0.62,1.52,OK,Não,Não,OK
2025-08-07 07:21:00,49.93,216.16,28.64,368.72,10.07,4.78,98.09,99.61,25.05,58.18,0.54,1.37,OK,Não,Não,OK
2025-08-07 07:22:00,45.87,187.66,27.68,369.48,10.07,5.46,97.56,97.86,24.19,61.17,0.59,1.58,OK,Não,Não,OK
2025-08-07 07:23:00,49.82,194.08,30.39,370.31,10.04,5.37,98.01,98.3,23.9,58.98,0.69,1.53,OK,Não,Não,OK
2025-08-07 07:24:00,47.39,199.74,31.66,371.1,9.9,4.77,98.95,99.38,26.17,63.33,0.4,1.65,OK,Não,Não,OK
2025-08-07 07:25:00,51.34,202.8,30.71,371.96,10.02,5.32,97.45,97.6,26.09,61.3,0.62,1.47,OK,Não,Não,OK
2025-08-07 07:26:00,50.73,191.9,30.0,372.8,9.88,4.92,96.13,100.0,25.84,58.56,0.41,1.47,OK,Não,Não,OK
2025-08-07 07:27:00,48.12,204.24,29.12,373.6,9.97,5.03,100.0,99.99,24.82,58.87,0.43,1.47,OK,Não,Não,OK
2025-08-07 07:28:00,48.97,195.26,28.36,374.42,10.1,4.99,97.0,97.87,25.62,58.95,0.5,1.75,OK,Não,Não,OK
2025-08-07 07:29:00,47.88,199.86,31.25,375.22,10.08,4.87,96.94,97.42,24.37,59.91,0.44,1.56,OK,Não,Não,OK
2025-08-07 07:30:00,49.87,205.46,31.37,376.05,10.0,5.2,99.1,98.7,23.98,60.61,0.42,1.63,OK,Não,Não,OK
2025-08-07 07:31:00,51.91,200.06,27.68,376.91,9.9,5.03,97.62,97.65,24.58,60.46,0.49,1.57,OK,Não,Não,OK
2025-08-07 07:32:00,48.03,195.64,32.38,377.72,10.06,4.9,97.94,96.84,24.65,57.75,0.47,1.59,OK,Não,Não,OK
2025-08-07 07:33:00,51.01,198.9,30.86,378.57,10.0,4.74,98.48,99.28,27.2,61.8,0.43,1.35,OK,Não,Não,OK
2025-08-07 07:34:00,48.94,199.12,32.1,379.38,9.77,4.82,99.08,99.22,22.95,59.42,0.4,1.44,OK,Não,Não,OK
2025-08-07 07:35:00,48.41,196.3,27.99,380.19,10.08,4.67,97.67,98.16,24.95,58.14,0.64,1.44,OK,Não,Não,OK
2025-08-07 07:36:00,49.79,197.41,27.95,381.02,10.0,5.0,99.52,96.74,25.95,59.07,0.38,1.51,OK,Não,Não,OK
2025-08-07 07:37:00,47.93,215.99,29.78,381.82,10.12,4.76,95.86,96.77,27.98,62.03,0.48,1.49,OK,Não,Não,OK
2025-08-07 07:38:00,48.89,205.61,30.75,382.63,9.89,4.95,98.76,98.11,24.09,60.38,0.61,1.34,OK,Não,Não,OK
2025-08-07 07:39:00,47.6,197.05,32.69,383.42,9.68,5.27,97.16,97.5,23.33,60.56,1.72,2.8,OK,Não,Não,Alerta: Vibração Alta
2025-08-07 07:40:00,53.93,206.97,31.06,384.32,10.03,5.24,99.37,97.66,26.08,57.66,0.52,1.3,OK,Não,Não,OK
2025-08-07 07:41:00,50.07,196.66,29.64,385.16,10.03,4.99,98.14,99.02,25.25,60.26,0.44,1.58,OK,Não,Não,OK
2025-08-07 07:42:00,48.6,211.73,28.46,385.97,9.83,4.98,97.33,98.73,24.67,62.0,0.5,1.51,OK,Não,Não,OK
2025-08-07 07:43:00,50.43,203.7,31.85,386.81,9.9,5.38,98.66,99.38,25.66,56.39,0.39,1.62,OK,Não,Não,OK
2025-08-07 07:44:00,49.78,198.93,28.55,387.64,10.28,5.1,98.89,97.01,26.29,59.22,0.47,1.52,OK,Não,Não,OK
2025-08-07 07:45:00,49.56,204.48,32.44,388.46,9.97,4.93,98.64,97.66,26.11,61.25,0.47,1.45,OK,Não,Não,OK
2025-08-07 07:46:00,51.23,184.29,29.57,389.32,10.07,4.71,96.97,98.76,25.45,60.32,0.48,1.34,OK,Não,Não,OK
2025-08-07 07:47:00,51.52,188.73,32.39,390.18,9.93,5.08,97.52,98.45,26.98,57.96,0.42,1.46,OK,Não,Não,OK
2025-08-07 07:48:00,48.94,188.06,31.02,390.99,9.79,5.17,98.0,99.53,25.3,60.8,0.33,1.42,OK,Não,Não,OK
2025-08-07 07:49:00,48.85,201.43,29.79,391.81,9.98,4.87,97.96,98.42,25.06,57.67,0.63,1.54,OK,Não,Não,OK
2025-08-07 07:50:00,49.45,217.33,29.22,392.63,9.97,5.06,98.75,99.85,26.07,58.26,0.6,1.46,OK,Não,Não,OK
2025-08-07 07:51:00,45.4,222.31,29.49,393.39,9.96,4.93,95.99,98.54,23.11,58.47,0.59,1.56,OK,Não,Não,OK
2025-08-07 07:52:00,46.97,206.38,30.64,394.17,9.99,4.96,98.33,99.06,25.92,63.09,0.54,1.64,OK,Não,Não,OK
2025-08-07 07:53:00,52.73,205.01,30.12,395.05,10.03,4.5,97.71,97.68,24.55,56.66,0.52,1.36,OK,Não,Não,OK
2025-08-07 07:54:00,53.29,181.99,29.11,395.94,9.98,4.96,97.16,98.01,23.01,56.81,0.43,1.5,OK,Não,Não,OK
2025-08-07 07:55:00,49.5,194.57,29.75,396.76,9.87,5.19,97.26,98.91,25.64,60.57,0.44,1.5,OK,Não,Não,OK
2025-08-07 07:56:00,51.15,192.12,30.12,397.61,10.05,4.87,97.79,99.61,24.31,60.21,0.65,1.53,OK,Não,Não,OK
2025-08-07 07:57:00,50.62,193.79,26.81,398.46,9.81,5.01,94.4,98.73,22.58,59.06,0.67,1.57,Falha,Não,Não,Alerta: Falha de Sensor
2025-08-07 07:58:00,56.16,198.32,30.69,399.39,9.79,4.85,97.3,97.92,23.69,60.03,0.48,1.66,OK,Não,Não,OK
2025-08-07 07:59:00,52.24,195.28,28.53,400.27,10.07,5.07,97.12,99.38,27.53,57.87,0.5,1.39,OK,Não,Não,OK
2025-08-07 08:00:00,49.74,180.21,28.27,401.09,10.05,4.96,98.53,95.81,24.16,60.18,0.57,1.34,OK,Não,Não,OK
2025-08-07 08:01:00,48.09,207.48,27.47,401.9,9.99,4.81,97.19,96.58,25.48,60.42,0.51,1.52,OK,Não,Não,OK
2025-08-07 08:02:00,46.79,189.27,27.31,402.68,9.86,5.27,97.78,98.68,23.37,62.43,0.52,1.54,OK,Não,Não,OK
2025-08-07 08:03:00,50.41,202.39,27.97,403.52,9.93,5.19,99.54,98.01,28.15,63.81,0.49,1.57,OK,Não,Não,OK
2025-08-07 08:04:00,48.49,220.74,28.94,404.32,9.97,4.88,98.99,98.61,25.1,59.46,0.41,1.42,OK,Não,Não,OK
2025-08-07 08:05:00,47.16,190.81,32.93,405.11,9.84,5.1,98.9,98.06,23.97,57.45,0.46,1.34,OK,Não,Não,OK
2025-08-07 08:06:00,48.71,174.7,29.21,405.92,9.93,5.11,97.5,98.57,26.33,60.77,0.49,1.62,OK,Não,Não,OK
2025-08-07 08:07:00,47.84,197.14,30.27,406.72,10.07,5.13,98.54,97.19,28.08,59.73,0.25,1.55,Falha,Não,Não,Alerta: Falha de Sensor
2025-08-07 08:08:00,53.37,211.01,30.6,407.61,10.14,4.66,97.77,98.57,24.39,59.64,0.51,1.46,OK,Não,Não,OK
2025-08-07 08:09:00,51.76,219.58,30.2,408.47,9.96,5.2,97.8,98.99,23.94,56.78,0.73,1.29,OK,Não,Não,OK
2025-08-07 08:10:00,49.98,187.7,29.88,409.3,10.08,4.89,98.41,99.22,28.44,60.2,0.46,1.43,OK,Não,Não,OK
2025-08-07 08:11:00,52.96,204.97,28.21,410.19,9.81,4.93,97.4,100.0,24.82,60.85,0.5,1.57,OK,Não,Não,OK
2025-08-07 08:12:00,50.15,195.35,32.18,411.02,10.07,5.53,99.49,98.24,24.65,61.99,0.42,1.54,OK,Não,Não,OK
2025-08-07 08:13:00,48.28,198.94,32.71,411.83,9.92,5.06,97.84,98.27,21.78,58.99,0.39,1.36,Falha,Não,Não,Alerta: Falha de Sensor
2025-08-07 08:14:00,53.05,226.44,27.48,412.71,10.03,4.92,98.62,96.48,24.95,58.35,0.47,1.56,OK,Não,Não,OK
2025-08-07 08:15:00,51.08,184.97,28.46,413.56,9.98,4.56,99.46,97.47,22.97,58.97,0.56,1.49,OK,Não,Não,OK
2025-08-07 08:16:00,47.93,202.54,29.58,414.36,10.13,5.28,99.03,97.81,24.16,61.87,0.48,1.63,OK,Não,Não,OK
2025-08-07 08:17:00,49.62,204.68,28.55,415.19,9.91,4.73,96.59,99.05,21.98,62.77,0.46,1.43,OK,Não,Não,OK
2025-08-07 08:18:00,48.25,210.86,30.76,415.99,10.06,4.8,98.44,97.39,26.85,62.24,0.55,1.44,OK,Não,Não,OK
2025-08-07 08:19:00,47.23,200.98,28.91,416.78,9.97,4.93,98.85,98.8,22.8,61.3,0.52,1.51,OK,Não,Não,OK
2025-08-07 08:20:00,51.85,203.08,33.25,417.64,9.98,5.28,98.89,98.0,22.09,59.94,0.53,1.46,OK,Não,Não,OK
2025-08-07 08:21:00,53.82,196.08,31.79,418.54,9.98,5.15,96.89,97.82,23.64,60.25,0.62,1.41,OK,Não,Não,OK
2025-08-07 08:22:00,47.2,202.69,30.32,419.33,9.92,4.97,97.34,98.25,26.87,60.54,0.61,1.68,OK,Não,Não,OK
2025-08-07 08:23:00,51.13,196.57,31.54,420.18,10.0,5.06,98.99,97.61,24.33,59.5,0.65,1.64,OK,Não,Não,OK
2025-08-07 08:24:00,48.7,206.22,31.66,420.99,9.99,4.88,97.24,97.57,24.53,61.78,0.38,1.4,OK,Não,Não,OK
2025-08-07 08:25:00,49.03,196.3,29.15,421.81,10.02,5.03,97.7,96.3,25.72,56.69,0.59,1.52,OK,Não,Não,OK
2025-08-07 08:26:00,48.82,203.77,28.78,422.62,10.01,5.01,99.58,97.75,24.77,57.06,0.66,1.35,OK,Não,Não,OK
2025-08-07 08:27:00,48.27,199.71,30.12,423.43,10.08,5.19,97.95,97.52,26.86,56.69,0.34,1.67,OK,Não,Não,OK
2025-08-07 08:28:00,50.1,211.26,31.29,424.26,10.09,5.19,97.27,97.48,24.64,58.4,0.5,1.58,OK,Não,Não,OK
2025-08-07 08:29:00,48.34,199.49,30.21,425.07,9.89,5.1,97.12,98.42,24.67,62.69,0.45,1.6,OK,Não,Não,OK
2025-08-07 08:30:00,50.54,182.27,27.63,425.91,10.09,4.93,98.33,98.66,28.4,57.62,0.5,1.47,OK,Não,Não,OK
2025-08-07 08:31:00,49.9,212.62,28.8,426.74,9.88,5.15,96.67,98.23,25.08,57.7,0.61,1.62,OK,Não,Não,OK
2025-08-07 08:32:00,49.52,190.94,29.89,427.57,10.06,4.98,97.75,99.0,25.35,58.35,0.36,1.62,OK,Não,Não,OK
2025-08-07 08:33:00,48.18,193.46,29.89,428.37,10.06,4.78,98.33,98.58,24.68,62.22,0.52,1.48,OK,Não,Não,OK
2025-08-07 08:34:00,48.85,194.04,32.96,429.18,9.81,4.92,99.3,97.7,21.36,62.87,0.44,1.39,OK,Não,Não,OK
2025-08-07 08:35:00,51.51,213.74,27.92,430.04,10.01,5.02,98.67,97.54,26.31,62.03,0.62,1.54,OK,Não,Não,OK
2025-08-07 08:36:00,51.0,178.64,30.76,430.89,9.95,5.18,97.29,98.31,27.49,62.15,0.54,1.49,OK,Não,Não,OK
2025-08-07 08:37:00,48.04,231.38,32.23,431.69,9.92,4.96,99.18,98.57,26.88,63.3,0.48,1.69,OK,Não,Não,OK
2025-08-07 08:38:00,50.2,210.56,33.41,432.53,10.14,4.76,97.7,99.4,24.16,56.41,0.43,1.51,OK,Não,Não,OK
2025-08-07 08:39:00,51.5,202.23,29.39,433.39,9.93,5.01,96.76,99.19,24.74,57.55,0.77,1.51,OK,Não,Não,OK
2025-08-07 08:40:00,46.66,199.45,30.74,434.17,9.92,5.02,97.83,97.46,25.52,58.6,0.53,1.58,OK,Não,Não,OK
2025-08-07 08:41:00,51.09,202.86,30.85,435.02,10.01,5.04,99.44,97.9,25.47,60.21,0.36,1.5,OK,Não,Não,OK
2025-08-07 08:42:00,48.67,205.21,30.29,435.83,10.07,5.18,98.17,98.67,26.02,60.2,0.42,1.57,OK,Não,Não,OK
2025-08-07 08:43:00,51.14,206.45,29.85,436.68,9.99,5.2,98.01,99.07,25.3,60.23,0.54,1.45,OK,Não,Não,OK
2025-08-07 08:44:00,48.47,205.56,30.65,437.49,10.12,4.88,99.64,98.94,24.46,61.67,0.43,1.39,OK,Não,Não,OK
2025-08-07 08:45:00,46.39,200.9,26.2,438.26,10.05,4.88,96.57,97.94,25.21,56.16,0.44,1.41,OK,Não,Não,OK
2025-08-07 08:46:00,46.74,198.03,31.02,439.04,9.78,4.79,96.71,96.75,26.5,59.72,0.6,1.47,OK,Não,Não,OK
2025-08-07 08:47:00,50.1,198.49,30.19,439.88,9.95,5.14,96.38,97.0,29.37,60.53,0.59,1.51,OK,Não,Não,OK
2025-08-07 08:48:00,50.52,198.05,29.67,440.72,9.94,5.29,98.37,98.27,24.25,59.35,0.44,1.55,OK,Não,Não,OK
2025-08-07 08:49:00,48.19,211.34,33.07,441.52,10.05,4.94,98.17,98.34,25.34,60.38,0.62,1.55,OK,Não,Não,OK
2025-08-07 08:50:00,51.28,205.94,28.99,442.38,9.74,4.95,99.54,96.9,24.46,62.04,0.43,1.5,OK,Não,Não,OK
2025-08-07 08:51:00,46.68,170.6,29.4,443.15,10.25,5.29,98.24,98.04,25.46,60.12,0.67,1.39,OK,Não,Não,OK
2025-08-07 08:52:00,49.87,206.56,32.99,443.98,10.05,5.1,97.6,98.63,26.46,64.28,0.55,1.57,OK,Não,Não,OK
2025-08-07 08:53:00,47.58,201.95,28.75,444.78,10.01,5.09,98.0,96.85,24.69,61.9,0.53,1.35,OK,Não,Não,OK
2025-08-07 08:54:00,48.7,199.81,29.17,445.59,10.12,4.76,98.12,99.1,21.93,60.53,0.46,1.38,OK,Não,Não,OK
2025-08-07 08:55:00,50.09,196.11,29.78,446.42,10.23,5.14,96.33,97.62,26.54,61.01,0.44,1.5,OK,Não,Não,OK
2025-08-07 08:56:00,48.28,211.24,31.26,447.23,10.09,4.81,100.0,99.26,25.2,61.49,0.27,1.58,OK,Não,Não,OK
2025-08-07 08:57:00,49.23,209.48,30.31,448.05,10.09,4.77,98.52,97.47,24.49,63.37,0.47,1.56,OK,Não,Não,OK
2025-08-07 08:58:00,52.01,192.27,28.06,448.92,10.01,4.93,98.21,96.97,24.15,62.35,0.5,1.49,OK,Não,Não,OK
2025-08-07 08:59:00,48.85,204.07,29.2,449.73,9.99,4.88,98.62,97.54,25.47,61.03,0.32,1.54,OK,Não,Não,OK
2025-08-07 09:00:00,51.67,190.28,29.09,450.59,9.95,4.96,98.71,97.9,23.96,58.54,0.58,1.39,OK,Não,Não,OK
2025-08-07 09:01:00,47.74,186.2,29.88,451.39,9.92,4.71,97.86,97.61,24.13,60.83,0.48,1.44,OK,Não,Não,OK
2025-08-07 09:02:00,51.06,193.73,30.64,452.24,9.93,5.19,97.37,97.78,23.13,61.16,0.62,1.45,OK,Não,Não,OK
2025-08-07 09:03:00,52.88,208.62,30.63,453.12,9.86,5.23,98.6,98.33,23.98,61.56,0.43,1.4,OK,Não,Não,OK
2025-08-07 09:04:00,45.06,209.53,27.34,453.87,9.99,4.61,98.39,97.83,25.95,58.53,0.62,1.46,OK,Não,Não,OK
2025-08-07 09:05:00,48.41,205.13,31.6,454.68,9.83,5.2,97.19,97.93,22.93,61.48,0.46,1.48,OK,Não,Não,OK
2025-08-07 09:06:00,51.15,207.25,30.38,455.53,10.02,4.84,99.42,96.29,26.73,61.6,0.49,1.45,OK,Não,Não,OK
2025-08-07 09:07:00,49.59,205.16,32.08,456.36,10.0,5.17,98.29,98.39,23.23,57.58,0.52,1.47,OK,Não,Não,OK
2025-08-07 09:08:00,50.74,193.59,30.67,457.2,10.01,4.99,98.73,97.91,25.22,57.6,0.5,1.21,OK,Não,Não,OK
2025-08-07 09:09:00,48.79,204.32,31.65,458.02,9.95,5.01,99.39,99.61,25.73,62.24,0.53,1.54,OK,Não,Não,OK
2025-08-07 09:10:00,50.17,208.0,30.7,458.85,10.31,4.96,98.02,97.06,26.24,58.29,0.31,1.46,OK,Não,Não,OK
2025-08-07 09:11:00,49.69,207.54,32.02,459.68,10.14,5.24,98.32,96.19,26.24,63.08,0.49,1.46,OK,Não,Não,OK
2025-08-07 09:12:00,52.34,211.89,30.78,460.55,9.88,4.75,98.81,98.62,24.87,59.44,0.49,1.36,OK,Não,Não,OK
2025-08-07 09:13:00,50.51,207.08,29.85,461.39,10.02,5.12,97.28,98.35,24.74,60.77,0.3,1.66,OK,Não,Não,OK
2025-08-07 09:14:00,50.68,203.51,33.41,462.24,9.94,5.22,98.05,96.99,25.89,60.67,0.56,1.66,OK,Não,Não,OK
2025-08-07 09:15:00,49.18,210.7,31.33,463.06,9.9,5.14,98.13,96.47,25.42,58.57,0.41,1.33,OK,Não,Não,OK
2025-08-07 09:16:00,49.02,199.73,30.86,463.88,9.87,5.46,97.04,99.54,24.48,62.78,0.59,1.48,OK,Não,Não,OK
2025-08-07 09:17:00,49.13,191.18,28.09,464.69,10.04,4.89,100.0,99.41,25.56,59.44,0.51,1.59,OK,Não,Não,OK
2025-08-07 09:18:00,50.79,198.37,28.07,465.54,9.93,5.19,96.59,95.51,24.75,60.12,0.44,1.46,OK,Não,Não,OK
2025-08-07 09:19:00,49.16,192.55,30.44,466.36,10.1,4.98,96.7,97.54,24.1,56.04,0.6,1.44,OK,Não,Não,OK
2025-08-07 09:20:00,50.58,193.25,30.22,467.2,10.1,5.25,99.31,99.66,24.43,57.33,0.67,1.43,OK,Não,Não,OK
